Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,17.350000,17.459999,17.139999,17.405001,16.558369,9509
2019-01-03,16.969999,16.969999,16.400000,16.615000,15.806797,25696
2019-01-04,16.719999,17.290001,16.719999,17.290001,16.448963,13110
2019-01-07,17.340000,17.940001,17.334999,17.934999,17.062588,12541
2019-01-08,17.820000,18.120001,17.510000,17.879999,17.010263,20559
2019-01-09,18.000000,18.320000,17.940001,18.245001,17.357510,31369
2019-01-10,18.065001,18.065001,17.825001,17.885000,17.015020,20068
2019-01-11,18.000000,18.155001,17.934999,18.155001,17.271887,5151
2019-01-14,17.980000,18.045000,17.900000,18.000000,17.124428,9145
2019-01-15,18.110001,18.299999,18.105000,18.280001,17.390806,16249
2019-01-16,18.200001,18.325001,18.129999,18.180000,17.295671,22998
2019-01-17,18.129999,18.129999,17.799999,17.895000,17.024534,2974
2019-01-18,18.045000,18.600000,17.940001,18.510000,17.609619,12543
2019-01-21,18.495001,18.555000,18.400000,18.520000,17.619131,7043
2019-01-22,18.445000,18.495001,18.000000,18.049999,17.171993,7877
2019-01-23,18.055000,18.184999,17.795000,17.995001,17.119669,4603
2019-01-24,17.985001,19.389999,17.955000,19.295000,18.356434,37116
2019-01-25,19.200001,19.799999,19.150000,19.754999,18.794056,44316
2019-01-28,19.650000,19.950001,19.215000,19.400000,18.456326,22144
2019-01-29,19.570000,19.610001,19.250000,19.400000,18.456326,4919
2019-01-30,19.674999,19.799999,19.469999,19.520000,18.570488,5336
2019-01-31,19.549999,19.549999,18.945000,19.450001,18.503893,21614
2019-02-01,19.410000,19.540001,19.290001,19.540001,18.589518,14707
2019-02-04,19.400000,19.555000,19.309999,19.395000,18.451569,17893
2019-02-05,18.700001,19.900000,18.700001,19.100000,18.170919,47671
2019-02-06,19.205000,20.000000,19.205000,19.825001,18.860653,15740
2019-02-07,19.790001,19.834999,19.344999,19.389999,18.446812,22031
2019-02-08,19.254999,19.290001,18.860001,19.020000,18.094812,10191
2019-02-11,19.020000,19.275000,19.020000,19.240000,18.304110,5919
2019-02-12,19.225000,19.745001,19.225000,19.639999,18.684650,12407
2019-02-13,19.825001,19.959999,19.590000,19.930000,18.960545,4414
2019-02-14,19.965000,20.070000,19.780001,19.915001,18.946274,7526
2019-02-15,19.834999,20.080000,19.684999,19.950001,18.979576,10159
2019-02-18,20.049999,20.049999,19.705000,19.895000,18.927248,22003
2019-02-19,19.934999,19.980000,19.715000,19.825001,18.860653,9874
2019-02-20,19.895000,19.940001,19.625000,19.700001,18.741734,9164
2019-02-21,19.580000,19.790001,19.510000,19.719999,18.760757,18689
2019-02-22,19.480000,19.799999,19.480000,19.625000,18.929558,4883
2019-02-25,19.750000,20.280001,19.730000,20.049999,19.339497,8621
2019-02-26,20.030001,20.040001,19.750000,19.860001,19.156231,11118
2019-02-27,19.805000,19.805000,19.340000,19.555000,18.862040,6979
2019-02-28,19.305000,19.315001,19.000000,19.305000,18.620899,15857
2019-03-01,19.410000,19.815001,19.410000,19.665001,18.968143,10331
2019-03-04,19.805000,20.000000,19.684999,19.764999,19.064596,18519
2019-03-05,19.785000,19.915001,19.680000,19.905001,19.199636,5318
2019-03-06,19.889999,19.889999,19.459999,19.740000,19.040482,16162
2019-03-07,19.670000,19.670000,19.000000,19.170000,18.490683,27340
2019-03-08,19.020000,19.020000,18.799999,19.010000,18.336353,11794
2019-03-11,19.000000,19.290001,18.865000,19.260000,18.577492,18387
2019-03-12,19.344999,19.420000,18.985001,19.105000,18.427984,11331
2019-03-13,19.020000,19.049999,18.795000,19.000000,18.326706,14242
2019-03-14,18.955000,19.090000,18.865000,19.030001,18.355644,9912
2019-03-15,19.035000,19.850000,19.030001,19.639999,18.944027,14025
2019-03-18,19.900000,19.900000,19.200001,19.389999,18.702885,97003
2019-03-19,19.360001,19.660000,19.299999,19.584999,18.890974,3251
2019-03-20,19.594999,19.594999,19.245001,19.330000,18.645012,2706
2019-03-21,19.340000,19.559999,19.110001,19.545000,18.852392,10465
2019-03-22,19.455000,19.980000,19.155001,19.155001,18.476215,29199
2019-03-25,19.000000,19.000000,18.750000,18.750000,18.085566,9583
2019-03-26,18.860001,18.870001,18.670000,18.764999,18.100033,13584
2019-03-27,18.889999,18.889999,17.434999,17.750000,17.121002,45884
2019-03-28,17.820000,17.820000,17.100000,17.400000,16.783405,31324
2019-03-29,17.510000,17.700001,17.455000,17.650000,17.024544,12038
2019-04-01,17.934000,18.624001,17.934000,18.524000,17.867573,29978
2019-04-02,18.598000,18.860001,18.416000,18.860001,18.191668,7664
2019-04-03,19.100000,19.712000,19.000000,19.639999,18.944027,25098
2019-04-04,19.628000,19.820000,19.448000,19.733999,19.034697,14522
2019-04-05,19.796000,20.320000,19.796000,20.094999,19.382902,28027
2019-04-08,19.830000,20.174999,19.830000,20.094999,19.382902,6601
2019-04-09,19.996000,20.504999,19.908001,20.070000,19.358789,8036
2019-04-10,20.045000,20.200001,19.782000,19.966000,19.258474,2905
2019-04-11,19.902000,20.145000,19.862000,20.055000,19.344322,5596
2019-04-12,20.100000,20.690001,19.996000,20.670000,19.937527,22786
