Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,23.719999,24.100000,23.360001,23.990000,23.990000,3131139
2019-01-03,23.790001,24.129999,23.480000,23.540001,23.540001,3084143
2019-01-04,23.770000,24.410000,23.719999,24.400000,24.400000,4847884
2019-01-07,24.580000,24.639999,24.330000,24.580000,24.580000,2655621
2019-01-08,24.660000,25.170000,24.650000,24.889999,24.889999,3995908
2019-01-09,25.070000,25.430000,24.940001,25.360001,25.360001,3549120
2019-01-10,25.299999,25.299999,24.990000,25.049999,25.049999,2722769
2019-01-11,25.139999,25.230000,24.790001,24.980000,24.980000,2731494
2019-01-14,24.910000,24.980000,24.610001,24.910000,24.910000,2383947
2019-01-15,25.400000,25.889999,23.940001,24.420000,24.420000,8984688
2019-01-16,24.480000,25.059999,24.469999,25.030001,25.030001,4643046
2019-01-17,24.870001,25.150000,24.620001,25.020000,25.020000,2790885
2019-01-18,25.200001,25.870001,25.160000,25.770000,25.770000,5113384
2019-01-21,25.900000,25.910000,25.580000,25.629999,25.629999,2350335
2019-01-22,25.379999,25.700001,25.330000,25.610001,25.610001,2080948
2019-01-23,25.580000,26.280001,25.510000,25.830000,25.830000,3670288
2019-01-24,25.850000,26.020000,25.530001,25.799999,25.799999,2783210
2019-01-25,25.990000,26.360001,25.940001,26.309999,26.309999,2808705
2019-01-28,26.129999,26.410000,26.020000,26.260000,26.260000,2417434
2019-01-29,26.330000,26.480000,26.059999,26.090000,26.090000,2626705
2019-01-30,26.000000,26.040001,25.500000,25.690001,25.690001,3499202
2019-01-31,25.840000,26.270000,25.559999,25.760000,25.760000,3937600
2019-02-01,25.820000,25.940001,25.530001,25.790001,25.790001,2491295
2019-02-04,25.840000,25.940001,25.410000,25.620001,25.620001,2329725
2019-02-05,25.709999,26.170000,25.530001,26.129999,26.129999,3002864
2019-02-06,26.200001,26.219999,25.990000,26.150000,26.150000,1708805
2019-02-07,25.990000,25.990000,25.379999,25.389999,25.389999,3483311
2019-02-08,25.360001,25.549999,25.180000,25.260000,25.260000,3226330
2019-02-11,25.940001,26.040001,25.500000,25.879999,25.879999,4077393
2019-02-12,26.120001,26.250000,26.059999,26.070000,26.070000,1903920
2019-02-13,26.240000,26.309999,25.990000,26.250000,26.250000,2150729
2019-02-14,26.450001,26.549999,25.980000,26.000000,26.000000,2488368
2019-02-15,26.000000,26.850000,25.840000,26.750000,26.750000,4151527
2019-02-18,26.700001,26.719999,25.959999,26.110001,26.110001,3608262
2019-02-19,26.090000,26.389999,26.010000,26.389999,26.389999,2693699
2019-02-20,26.440001,26.799999,26.360001,26.709999,26.709999,2386317
2019-02-21,26.790001,27.020000,26.629999,26.840000,26.840000,3089386
2019-02-22,26.889999,27.240000,26.750000,26.750000,26.750000,2570467
2019-02-25,26.920000,27.000000,26.570000,26.570000,26.570000,2209085
2019-02-26,26.420000,27.090000,26.350000,27.049999,27.049999,3182816
2019-02-27,26.879999,27.139999,26.639999,27.120001,27.120001,4370570
2019-02-28,26.969999,27.370001,26.790001,27.320000,27.320000,3470202
2019-03-01,27.549999,27.730000,27.290001,27.299999,27.299999,2529194
2019-03-04,27.530001,27.570000,27.170000,27.420000,27.420000,3680409
2019-03-05,null,null,null,null,null,null
2019-03-06,27.350000,27.540001,27.030001,27.100000,27.100000,3651233
2019-03-07,27.000000,27.770000,26.650000,27.450001,27.450001,5229437
2019-03-08,27.469999,27.700001,27.260000,27.650000,27.650000,3643595
2019-03-11,27.719999,28.100000,27.700001,28.070000,28.070000,3150356
2019-03-12,28.400000,28.920000,28.280001,28.450001,28.450001,5186850
2019-03-13,28.450001,28.889999,28.299999,28.809999,28.809999,3204858
2019-03-14,28.860001,29.350000,28.799999,29.270000,29.270000,3678792
2019-03-15,29.389999,29.650000,29.080000,29.469999,29.469999,11516810
2019-03-18,29.709999,29.709999,29.400000,29.570000,29.570000,2793824
2019-03-19,29.639999,30.020000,29.420000,29.870001,29.870001,3233408
2019-03-20,29.889999,29.889999,29.290001,29.430000,29.430000,4522763
2019-03-21,29.450001,29.469999,28.660000,28.850000,28.850000,5572956
2019-03-22,29.070000,29.070000,28.440001,28.559999,28.559999,3377918
2019-03-25,28.480000,28.809999,28.400000,28.530001,28.530001,2208854
2019-03-26,28.650000,28.730000,28.389999,28.639999,28.639999,1860325
2019-03-27,28.650000,29.020000,28.610001,28.850000,28.850000,3700801
2019-03-28,28.860001,29.110001,28.730000,28.730000,28.730000,1946590
2019-03-29,28.920000,29.180000,28.799999,29.000000,29.000000,3143596
2019-04-01,29.260000,29.465000,29.115000,29.440001,29.440001,3436736
2019-04-02,29.040001,29.290001,28.740000,29.010000,29.010000,5160143
2019-04-03,29.254999,29.930000,29.254999,29.844999,29.844999,4623691
2019-04-04,29.674999,30.025000,29.610001,29.905001,29.905001,2312597
2019-04-05,29.945000,30.135000,29.830000,29.910000,29.910000,2391957
2019-04-08,29.855000,30.180000,29.850000,30.180000,30.180000,2404034
2019-04-09,30.145000,30.360001,29.860001,29.860001,29.860001,3068017
2019-04-10,29.900000,30.250000,29.895000,29.915001,29.915001,2402157
2019-04-11,29.959999,30.280001,29.875000,30.205000,30.205000,2886556
2019-04-12,30.105000,30.385000,30.000000,30.120001,30.120001,2162795
2019-04-15,30.240000,30.545000,30.190001,30.410000,30.410000,2325917
2019-04-16,30.450001,30.559999,30.315001,30.450001,30.450001,2429803
2019-04-17,30.540001,30.740000,30.160000,30.700001,30.700001,3411046
2019-04-18,30.594999,31.334999,30.530001,31.094999,31.094999,5909906
2019-04-23,31.219999,31.260000,30.885000,31.150000,31.150000,3013257
2019-04-24,30.875000,31.250000,30.754999,31.059999,31.059999,3292479
2019-04-25,30.889999,31.200001,30.834999,31.025000,31.025000,2700318
2019-04-26,31.000000,31.045000,30.655001,31.025000,31.025000,3161229
2019-04-29,31.125000,31.215000,30.879999,30.920000,30.920000,2057484
2019-04-30,30.820000,30.940001,30.705000,30.900000,30.900000,3562057
2019-05-02,30.834999,31.150000,30.750000,31.035000,31.035000,3013178
2019-05-03,30.889999,31.035000,30.730000,30.860001,30.860001,2988371
2019-05-06,30.100000,30.320000,29.830000,30.320000,30.320000,4171318
2019-05-07,29.959999,30.170000,29.290001,29.490000,29.490000,5019724
2019-05-08,29.299999,29.620001,29.105000,29.184999,29.184999,4705370
2019-05-09,29.139999,29.160000,28.549999,28.830000,28.830000,5333501
2019-05-10,29.000000,29.280001,28.350000,28.770000,28.770000,5555612
2019-05-13,28.805000,28.855000,28.280001,28.330000,28.330000,4863356
2019-05-14,28.480000,28.785000,28.360001,28.730000,28.730000,3958366
2019-05-15,28.930000,29.035000,28.430000,28.920000,28.920000,4365106
2019-05-16,27.915001,28.459999,27.684999,28.405001,28.405001,5353740
2019-05-17,28.299999,28.299999,27.915001,28.070000,28.070000,4492158
2019-05-20,27.940001,28.105000,27.570000,27.740000,27.740000,2865850
2019-05-21,27.780001,28.049999,27.660000,27.870001,27.870001,3051562
2019-05-22,27.825001,27.825001,27.410000,27.639999,27.639999,2713830
2019-05-23,27.379999,27.379999,26.959999,27.025000,27.025000,4291667
2019-05-24,26.990000,27.190001,26.945000,27.010000,27.010000,2964267
2019-05-27,27.139999,27.184999,26.950001,27.049999,27.049999,1865051
2019-05-28,27.120001,27.145000,26.610001,26.615000,26.615000,5806188
2019-05-29,26.430000,26.620001,26.350000,26.530001,26.530001,3901991
2019-05-30,26.684999,26.825001,26.629999,26.725000,26.725000,1626469
2019-05-31,26.424999,26.510000,26.235001,26.379999,26.379999,3954295
2019-06-03,26.135000,26.530001,26.070000,26.475000,26.475000,2722982
2019-06-04,26.275000,27.070000,26.205000,26.990000,26.990000,3760750
2019-06-05,26.969999,27.215000,26.895000,27.075001,27.075001,3188425
2019-06-06,27.125000,27.395000,26.844999,26.985001,26.985001,2349902
2019-06-07,27.049999,27.360001,27.004999,27.320000,27.320000,2769898
2019-06-11,27.549999,27.700001,27.375000,27.375000,27.375000,4538023
2019-06-12,27.250000,27.485001,27.215000,27.370001,27.370001,2266385
2019-06-13,27.240000,27.450001,27.190001,27.440001,27.440001,2138216
2019-06-14,27.455000,27.475000,27.275000,27.379999,27.379999,1903411
2019-06-17,27.400000,27.504999,27.275000,27.360001,27.360001,2766209
2019-06-18,27.400000,28.084999,27.094999,28.014999,28.014999,4538386
2019-06-19,28.000000,28.030001,27.830000,27.930000,27.930000,2570267
2019-06-20,28.014999,28.510000,27.985001,28.334999,28.334999,3285632
2019-06-21,28.389999,28.600000,28.320000,28.389999,28.389999,8439832
2019-06-24,28.410000,28.450001,28.180000,28.330000,28.330000,2875223
2019-06-25,28.135000,28.370001,28.065001,28.105000,28.105000,2175090
2019-06-26,28.000000,28.315001,27.834999,28.240000,28.240000,2471023
2019-06-27,28.400000,28.525000,28.260000,28.360001,28.360001,2211563
2019-06-28,28.379999,28.940001,28.379999,28.900000,28.900000,3574268
2019-07-01,29.350000,29.424999,29.200001,29.200001,29.200001,2964222
2019-07-02,29.299999,29.375000,29.065001,29.230000,29.230000,2356007
2019-07-03,29.299999,29.490000,29.190001,29.455000,29.455000,1745102
2019-07-04,29.490000,29.795000,29.440001,29.680000,29.680000,1792842
2019-07-05,29.580000,29.645000,29.434999,29.590000,29.590000,1920787
2019-07-08,29.459999,29.655001,29.375000,29.504999,29.504999,1489337
2019-07-09,29.440001,29.530001,28.975000,29.240000,29.240000,2999129
2019-07-10,29.250000,29.485001,29.219999,29.320000,29.320000,1751754
2019-07-11,29.485001,29.660000,29.309999,29.445000,29.445000,1817939
2019-07-12,29.480000,29.660000,29.350000,29.355000,29.355000,2259701
2019-07-15,29.500000,29.684999,29.235001,29.424999,29.424999,1842810
2019-07-16,29.430000,29.584999,29.305000,29.540001,29.540001,2798911
2019-07-17,29.580000,29.760000,29.355000,29.465000,29.465000,2172430
2019-07-18,29.445000,29.610001,29.315001,29.355000,29.355000,2034425
2019-07-19,29.600000,29.709999,29.330000,29.495001,29.495001,2212092
2019-07-22,29.490000,29.650000,29.405001,29.475000,29.475000,1401280
2019-07-23,29.549999,30.340000,29.549999,30.219999,30.219999,3522158
2019-07-24,30.184999,30.549999,30.100000,30.455000,30.455000,2881136
2019-07-25,30.514999,30.665001,30.065001,30.240000,30.240000,3627063
2019-07-26,30.344999,30.400000,30.030001,30.299999,30.299999,2016121
2019-07-29,30.209999,30.455000,30.209999,30.330000,30.330000,1398496
2019-07-30,30.330000,30.370001,29.375000,29.430000,29.430000,3705805
2019-07-31,29.365000,29.540001,29.350000,29.510000,29.510000,2868311
2019-08-01,29.450001,29.620001,29.275000,29.400000,29.400000,3960588
2019-08-02,28.809999,28.870001,28.125000,28.350000,28.350000,6328283
2019-08-05,28.110001,28.235001,27.780001,27.879999,27.879999,4423529
2019-08-06,28.370001,29.290001,28.344999,28.510000,28.510000,5826113
2019-08-07,28.740000,28.830000,28.295000,28.684999,28.684999,3703868
2019-08-08,28.990000,29.485001,28.860001,29.400000,29.400000,3742077
2019-08-09,29.100000,29.150000,28.485001,28.674999,28.674999,3892570
2019-08-12,28.799999,28.924999,28.340000,28.525000,28.525000,1803958
2019-08-13,28.379999,29.245001,28.375000,29.030001,29.030001,3018800
2019-08-14,28.990000,28.990000,28.264999,28.450001,28.450001,3418907
2019-08-15,28.434999,28.500000,27.764999,28.230000,28.230000,3524697
2019-08-16,28.309999,28.615000,28.295000,28.580000,28.580000,3032956
2019-08-19,28.665001,28.995001,28.620001,28.875000,28.875000,1966225
2019-08-20,28.889999,29.065001,28.559999,28.615000,28.615000,2096233
2019-08-21,28.709999,29.139999,28.709999,29.084999,29.084999,1820681
2019-08-22,29.000000,29.330000,28.945000,29.045000,29.045000,1805214
2019-08-23,29.180000,29.379999,28.834999,28.885000,28.885000,2949783
2019-08-26,28.860001,29.155001,28.690001,28.980000,28.980000,1755277
2019-08-27,29.080000,29.340000,28.834999,29.225000,29.225000,2534430
2019-08-28,29.225000,29.250000,28.834999,29.195000,29.195000,1807101
2019-08-29,29.275000,29.780001,29.195000,29.674999,29.674999,2482552
2019-08-30,29.799999,30.129999,29.695000,29.900000,29.900000,2942189
2019-09-02,29.959999,30.309999,29.865000,30.080000,30.080000,1806759
2019-09-03,29.940001,29.945000,29.504999,29.670000,29.670000,2420708
2019-09-04,30.045000,30.115000,29.735001,29.945000,29.945000,2318740
2019-09-05,30.115000,30.455000,30.105000,30.385000,30.385000,2844936
2019-09-06,30.400000,30.485001,30.235001,30.485001,30.485001,2320399
2019-09-09,30.350000,30.504999,30.295000,30.465000,30.465000,1830780
2019-09-10,30.434999,30.995001,30.434999,30.780001,30.780001,3219669
2019-09-11,30.844999,31.115000,30.815001,30.900000,30.900000,2629517
2019-09-12,31.000000,31.100000,30.700001,30.990000,30.990000,2747104
2019-09-13,30.930000,31.209999,30.930000,31.105000,31.105000,2587481
2019-09-16,30.860001,31.055000,30.754999,30.875000,30.875000,2173848
2019-09-17,30.799999,30.840000,30.525000,30.719999,30.719999,2635455
2019-09-18,30.020000,30.350000,29.900000,30.350000,30.350000,3769722
2019-09-19,30.370001,30.540001,30.184999,30.250000,30.250000,2738984
